kind,section_slug,section_title,domain,record_kind,name,route,mysql_view_name,logical_path,required_columns,mandatory_context_columns,lineage,formula,metric_unit,valid_sample_count_required,missing_sample_count_required,default_status,smoke_visible_default,placeholder_flag_default,fallback_flag_default,reference_smoke_runtime_status,reference_smoke_match_count,reference_smoke_implemented_count,reference_smoke_partial_count,reference_smoke_unavailable_count,reference_smoke_blocked_count,reference_smoke_output_examples,reference_smoke_artifact_examples,canonical_gap_classification
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,PA backoff distribution,/analytics/power-energy-efficiency-analytics/charts/pa-backoff-distribution,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,RF chain power,/analytics/power-energy-efficiency-analytics/charts/rf-chain-power,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,baseband power,/analytics/power-energy-efficiency-analytics/charts/baseband-power,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,CPU power if available,/analytics/power-energy-efficiency-analytics/charts/cpu-power-if-available,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,power vs throughput,/analytics/power-energy-efficiency-analytics/charts/power-vs-throughput,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,power vs BLER,/analytics/power-energy-efficiency-analytics/charts/power-vs-bler,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,energy/bit,/analytics/power-energy-efficiency-analytics/charts/energy-bit,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,joules/GB,/analytics/power-energy-efficiency-analytics/charts/joules-gb,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,energy efficiency by UE,/analytics/power-energy-efficiency-analytics/charts/energy-efficiency-by-ue,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,energy efficiency by cell,/analytics/power-energy-efficiency-analytics/charts/energy-efficiency-by-cell,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,sleep/idle/active state occupancy,/analytics/power-energy-efficiency-analytics/charts/sleep-idle-active-state-occupancy,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,PAPR vs power,/analytics/power-energy-efficiency-analytics/charts/papr-vs-power,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
analytics,power-energy-efficiency-analytics,Power / Energy / Efficiency Analytics,power_energy,chart,thermal/throttling analytics if available,/analytics/power-energy-efficiency-analytics/charts/thermal-throttling-analytics-if-available,,,,,required,render only from real DB/artifact rows,source_defined,true,true,unavailable_until_source_table_has_real_rows,false,,,runtime_evidence_present_noncanonical,6,6,0,0,0,table_latency;latency_cdf_plot;power_energy_table;timing_synchronization_table;latency_root_cause_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
